Date,Adj Close_REMSONSIND.NS,Close_REMSONSIND.NS,High_REMSONSIND.NS,Low_REMSONSIND.NS,Open_REMSONSIND.NS,Volume_REMSONSIND.NS,Date
2025-05-05,113.91000366210938,113.91000366210938,118.75,101.70999908447266,115.37000274658203,715847,2025-05-05
2025-05-12,141.6999969482422,141.6999969482422,144.39999389648438,115.08000183105469,117.0,4064317,2025-05-12
2025-05-19,145.92999267578125,145.92999267578125,154.0,137.8699951171875,142.47999572753906,2329854,2025-05-19
2025-05-26,144.11000061035156,144.11000061035156,150.5,138.02000427246094,145.0,1231810,2025-05-26
2025-06-02,143.44000244140625,143.44000244140625,151.75999450683594,140.44000244140625,142.5,1411647,2025-06-02
2025-06-09,136.0,136.0,148.89999389648438,134.00999450683594,144.58999633789062,1532827,2025-06-09
2025-06-16,134.91000366210938,134.91000366210938,142.41000366210938,130.85000610351562,136.0,720413,2025-06-16
2025-06-23,147.1999969482422,147.1999969482422,149.08999633789062,130.89999389648438,132.89999389648438,2519771,2025-06-23
2025-06-30,132.05999755859375,132.05999755859375,157.0,130.50999450683594,157.0,5809430,2025-06-30
2025-07-07,129.63999938964844,129.63999938964844,134.89999389648438,128.00999450683594,133.39999389648438,1141374,2025-07-07
2025-07-14,136.16000366210938,136.16000366210938,140.4499969482422,132.10000610351562,132.10000610351562,1136931,2025-07-14
