Date,Adj Close_BROOKS.NS,Close_BROOKS.NS,High_BROOKS.NS,Low_BROOKS.NS,Open_BROOKS.NS,Volume_BROOKS.NS,Date
2025-04-28,132.8000030517578,132.8000030517578,139.8300018310547,129.0,139.8300018310547,30817,2025-04-28
2025-05-05,130.97000122070312,130.97000122070312,137.8000030517578,122.01000213623047,133.0,27492,2025-05-05
2025-05-12,137.69000244140625,137.69000244140625,139.0,130.0,131.0,66411,2025-05-12
2025-05-19,134.38999938964844,134.38999938964844,139.8000030517578,134.0,139.8000030517578,47345,2025-05-19
2025-05-26,143.3300018310547,143.3300018310547,143.3300018310547,128.0,134.0500030517578,55965,2025-05-26
2025-06-02,132.91000366210938,132.91000366210938,155.9499969482422,132.39999389648438,143.3300018310547,102093,2025-06-02
2025-06-09,125.68000030517578,125.68000030517578,133.1999969482422,121.01000213623047,130.1999969482422,144278,2025-06-09
2025-06-16,131.74000549316406,131.74000549316406,134.0,123.0,126.0999984741211,95171,2025-06-16
2025-06-23,151.99000549316406,151.99000549316406,152.89999389648438,128.0,131.69000244140625,337534,2025-06-23
2025-06-30,137.3699951171875,137.3699951171875,151.99000549316406,137.3699951171875,148.9499969482422,36128,2025-06-30
2025-07-07,151.63999938964844,151.63999938964844,151.63999938964844,134.6199951171875,140.11000061035156,63829,2025-07-07
2025-07-14,157.75999450683594,157.75999450683594,157.75999450683594,154.6699981689453,154.6699981689453,18303,2025-07-14
