Date,Adj Close_HITECH.NS,Close_HITECH.NS,High_HITECH.NS,Low_HITECH.NS,Open_HITECH.NS,Volume_HITECH.NS,Date
2025-05-12,93.97000122070312,93.97000122070312,96.05000305175781,90.7699966430664,90.80000305175781,6867944,2025-05-12
2025-05-19,97.13999938964844,97.13999938964844,102.80000305175781,93.5,94.19000244140625,14353689,2025-05-19
2025-05-26,95.3499984741211,95.3499984741211,101.9000015258789,94.19999694824219,97.9000015258789,20584780,2025-05-26
2025-06-02,102.9000015258789,102.9000015258789,103.9000015258789,93.1500015258789,95.88999938964844,20370573,2025-06-02
2025-06-09,100.94999694824219,100.94999694824219,108.36000061035156,99.0,105.0,30249767,2025-06-09
2025-06-16,99.19999694824219,99.19999694824219,102.44000244140625,96.16000366210938,101.76000213623047,10012861,2025-06-16
2025-06-23,100.83000183105469,100.83000183105469,104.0,96.5,98.33999633789062,9089408,2025-06-23
2025-06-30,99.23999786376953,99.23999786376953,102.5,97.75,101.44999694824219,7388934,2025-06-30
2025-07-07,95.08999633789062,95.08999633789062,100.16000366210938,94.43000030517578,99.20999908447266,7470661,2025-07-07
2025-07-14,98.0199966430664,98.0199966430664,98.30000305175781,93.5999984741211,95.37999725341797,2471706,2025-07-14
