Date,Adj Close_NAUKRI.NS,Close_NAUKRI.NS,High_NAUKRI.NS,Low_NAUKRI.NS,Open_NAUKRI.NS,Volume_NAUKRI.NS,Date
2025-05-12,1509.5,1509.5,1525.0,1392.0,1404.5,4487993,2025-05-12
2025-05-19,1489.0,1489.0,1515.0,1432.5,1509.5,3620524,2025-05-19
2025-05-26,1427.5,1427.5,1497.0,1405.5,1495.0,7768383,2025-05-26
2025-06-02,1507.199951171875,1507.199951171875,1510.5999755859375,1396.0999755859375,1411.0,6764075,2025-06-02
2025-06-09,1459.800048828125,1459.800048828125,1550.0,1435.0,1510.0,5385303,2025-06-09
2025-06-16,1505.0999755859375,1505.0999755859375,1511.4000244140625,1452.0999755859375,1457.0,4930254,2025-06-16
2025-06-23,1508.0999755859375,1508.0999755859375,1537.199951171875,1467.9000244140625,1490.0,9424733,2025-06-23
2025-06-30,1486.4000244140625,1486.4000244140625,1530.0,1430.9000244140625,1522.5999755859375,5935400,2025-06-30
2025-07-07,1375.199951171875,1375.199951171875,1489.0,1371.0999755859375,1485.0,9049648,2025-07-07
2025-07-14,1403.199951171875,1403.199951171875,1407.300048828125,1354.0,1375.5,5021197,2025-07-14
