Date,Adj Close_SAMBHAAV.NS,Close_SAMBHAAV.NS,High_SAMBHAAV.NS,Low_SAMBHAAV.NS,Open_SAMBHAAV.NS,Volume_SAMBHAAV.NS,Date
2025-05-05,6.150000095367432,6.150000095367432,7.130000114440918,6.099999904632568,6.699999809265137,376234,2025-05-05
2025-05-12,7.289999961853027,7.289999961853027,7.429999828338623,6.0,6.239999771118164,366935,2025-05-12
2025-05-19,7.070000171661377,7.070000171661377,7.5,6.849999904632568,7.5,183695,2025-05-19
2025-05-26,7.239999771118164,7.239999771118164,7.420000076293945,6.860000133514404,6.909999847412109,224020,2025-05-26
2025-06-02,7.090000152587891,7.090000152587891,7.449999809265137,6.800000190734863,7.239999771118164,460965,2025-06-02
2025-06-09,7.119999885559082,7.119999885559082,7.230000019073486,6.860000133514404,7.090000152587891,311838,2025-06-09
2025-06-16,7.090000152587891,7.090000152587891,7.300000190734863,6.849999904632568,6.849999904632568,354069,2025-06-16
2025-06-23,7.090000152587891,7.090000152587891,7.28000020980835,6.849999904632568,7.079999923706055,197064,2025-06-23
2025-06-30,7.03000020980835,7.03000020980835,7.199999809265137,6.949999809265137,7.090000152587891,322455,2025-06-30
2025-07-07,7.090000152587891,7.090000152587891,7.5,6.849999904632568,7.170000076293945,645032,2025-07-07
2025-07-14,7.090000152587891,7.090000152587891,7.199999809265137,7.010000228881836,7.010000228881836,157772,2025-07-14
