SYMBOL,SERIES,DATE OF LISTING,ISIN NUMBER,FACE VALUE,YahooSymbol,Symbol,Company,Sector,Industry
TFCILTD.NS,EQ,26-JUL-2000,INE305A01015,10,TFCILTD.NS,TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Credit Services
THANGAMAYL.NS,EQ,19-FEB-2010,INE085J01014,10,THANGAMAYL.NS,THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods
THEJO.NS,EQ,10-OCT-2023,INE121N01019,10,THEJO.NS,THEJO,Thejo Engineering Limited,Industrials,Specialty Industrial Machinery
THELEELA.NS,EQ,02-JUN-2025,INE0AQ201015,10,THELEELA.NS,THELEELA,SCHLOSS BANGALORE LIMITED,Consumer Cyclical,Lodging
THEMISMED.NS,EQ,02-APR-2007,INE083B01024,1,THEMISMED.NS,THEMISMED,Themis Medicare Limited,Healthcare,Drug Manufacturers - Specialty & Generic
THERMAX.NS,EQ,30-AUG-1995,INE152A01029,2,THERMAX.NS,THERMAX,Thermax Limited,Industrials,Conglomerates
THOMASCOOK.NS,EQ,07-JUN-2000,INE332A01027,1,THOMASCOOK.NS,THOMASCOOK,Thomas Cook (India) Limited,Consumer Cyclical,Travel Services
THOMASCOTT.NS,BE,30-JAN-2012,INE480M01011,10,THOMASCOTT.NS,THOMASCOTT,Thomas Scott (India) Limited,Consumer Cyclical,Textile Manufacturing
THYROCARE.NS,EQ,09-MAY-2016,INE594H01019,10,THYROCARE.NS,THYROCARE,Thyrocare Technologies Limited,Healthcare,Diagnostics & Research
TI.NS,EQ,16-JUL-2010,INE133E01013,10,TI.NS,TI,Tilaknagar Industries Ltd.,Consumer Defensive,Beverages - Wineries & Distilleries
TIIL.NS,EQ,12-FEB-2007,INE545H01011,10,TIIL.NS,TIIL,Technocraft Industries (India) Limited,Industrials,Tools & Accessories
TIINDIA.NS,EQ,02-NOV-2017,INE974X01010,1,TIINDIA.NS,TIINDIA,Tube Investments of India Limited,Industrials,Conglomerates
TIL.NS,BE,27-SEP-1995,INE806C01018,10,TIL.NS,TIL,TIL Limited,Industrials,Farm & Heavy Construction Machinery
TIMETECHNO.NS,EQ,13-JUN-2007,INE508G01029,1,TIMETECHNO.NS,TIMETECHNO,Time Technoplast Limited,Consumer Cyclical,Packaging & Containers
TIMKEN.NS,EQ,06-FEB-2007,INE325A01013,10,TIMKEN.NS,TIMKEN,Timken India Limited,Industrials,Tools & Accessories
TINNARUBR.NS,EQ,17-APR-2025,INE015C01016,10,TINNARUBR.NS,TINNARUBR,Tinna Rubber and Infrastructure Limited,Basic Materials,Specialty Chemicals
TIPSMUSIC.NS,EQ,10-NOV-2000,INE716B01029,1,TIPSMUSIC.NS,TIPSMUSIC,Tips Music Limited,Communication Services,Entertainment
TIRUPATIFL.NS,BE,04-AUG-2020,INE319Y01024,2,TIRUPATIFL.NS,TIRUPATIFL,Tirupati Forge Limited,Industrials,Metal Fabrication
TITAGARH.NS,EQ,21-APR-2008,INE615H01020,2,TITAGARH.NS,TITAGARH,Titagarh Rail Systems Limited,Industrials,Railroads
TITAN.NS,EQ,24-SEP-2004,INE280A01028,1,TITAN.NS,TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods
TNPETRO.NS,EQ,27-OCT-1999,INE148A01019,10,TNPETRO.NS,TNPETRO,Tamilnadu Petroproducts Limited,Basic Materials,Specialty Chemicals
TNTELE.NS,BE,04-FEB-2003,INE141D01018,10,TNTELE.NS,TNTELE,Tamilnadu Telecommunications Limited,Technology,Communication Equipment
TOKYOPLAST.NS,EQ,11-OCT-1995,INE932C01012,10,TOKYOPLAST.NS,TOKYOPLAST,Tokyo Plast International Limited,Consumer Cyclical,Packaging & Containers
TOLINS.NS,EQ,16-SEP-2024,INE0RWQ01014,5,TOLINS.NS,TOLINS,TOLINS TYRES LIMITED,Consumer Cyclical,Auto Parts
TORNTPHARM.NS,EQ,25-NOV-2002,INE685A01028,5,TORNTPHARM.NS,TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic
TORNTPOWER.NS,EQ,28-NOV-2006,INE813H01021,10,TORNTPOWER.NS,TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers
TOTAL.NS,EQ,28-AUG-2020,INE336X01012,10,TOTAL.NS,TOTAL,Total Transport Systems Limited,Industrials,Integrated Freight & Logistics
TOUCHWOOD.NS,EQ,21-JAN-2020,INE486Y01013,10,TOUCHWOOD.NS,TOUCHWOOD,Touchwood Entertainment Limited,Communication Services,Advertising Agencies
TPLPLASTEH.NS,EQ,20-MAY-2015,INE413G01022,2,TPLPLASTEH.NS,TPLPLASTEH,TPL Plastech Limited,Consumer Cyclical,Packaging & Containers
TRANSRAILL.NS,EQ,27-DEC-2024,INE454P01035,2,TRANSRAILL.NS,TRANSRAILL,TRANSRAIL LIGHTING LTD,Industrials,Engineering & Construction
TREEHOUSE.NS,BE,26-AUG-2011,INE040M01013,10,TREEHOUSE.NS,TREEHOUSE,Tree House Education & Accessories Limited,Consumer Defensive,Education & Training Services
TREJHARA.NS,EQ,28-DEC-2018,INE00CA01015,10,TREJHARA.NS,TREJHARA,Trejhara Solutions Limited,Technology,Software - Application
TRENT.NS,EQ,07-JUN-2004,INE849A01020,1,TRENT.NS,TRENT,Trent Limited,Consumer Cyclical,Apparel Retail
TRF.NS,EQ,26-MAR-2010,INE391D01019,10,TRF.NS,TRF,TRF Limited,Industrials,Specialty Industrial Machinery
TRIDENT.NS,EQ,21-FEB-2001,INE064C01022,1,TRIDENT.NS,TRIDENT,Trident Limited,Consumer Cyclical,Textile Manufacturing
TRIGYN.NS,EQ,09-APR-1998,INE948A01012,10,TRIGYN.NS,TRIGYN,Trigyn Technologies Limited,Technology,Information Technology Services
TRITURBINE.NS,EQ,28-OCT-2011,INE152M01016,1,TRITURBINE.NS,TRITURBINE,Triveni Turbine Limited,Industrials,Specialty Industrial Machinery
TRIVENI.NS,EQ,13-DEC-2005,INE256C01024,1,TRIVENI.NS,TRIVENI,Triveni Engineering & Industries Limited,Consumer Defensive,Confectioners
TTKHLTCARE.NS,EQ,02-DEC-2015,INE910C01018,10,TTKHLTCARE.NS,TTKHLTCARE,TTK Healthcare Limited,Healthcare,Drug Manufacturers - General
TTKPRESTIG.NS,EQ,22-DEC-1999,INE690A01028,1,TTKPRESTIG.NS,TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TTL.NS,BE,22-FEB-2007,INE592B01024,1,TTL.NS,TTL,T.T. Limited,Consumer Cyclical,Textile Manufacturing
TVSELECT.NS,BE,26-DEC-2003,INE236G01019,10,TVSELECT.NS,TVSELECT,TVS Electronics Limited,Technology,Computer Hardware
TVSMOTOR.NS,EQ,02-AUG-2000,INE494B01023,1,TVSMOTOR.NS,TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers
TVTODAY.NS,EQ,16-JAN-2004,INE038F01029,5,TVTODAY.NS,TVTODAY,T.V. Today Network Limited,Communication Services,Broadcasting
UBL.NS,EQ,28-JUL-2008,INE686F01025,1,UBL.NS,UBL,United Breweries Limited,Consumer Defensive,Beverages - Brewers
UDS.NS,EQ,04-OCT-2023,INE851I01011,10,UDS.NS,UDS,Updater Services Limited,Industrials,Specialty Business Services
UFO.NS,EQ,14-MAY-2015,INE527H01019,10,UFO.NS,UFO,UFO Moviez India Limited,Communication Services,Entertainment
ULTRACEMCO.NS,EQ,24-AUG-2004,INE481G01011,10,ULTRACEMCO.NS,ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials
UMESLTD.NS,EQ,12-JUL-2010,INE240C01028,1,UMESLTD.NS,UMESLTD,Usha Martin Education & Solutions Limited,Consumer Defensive,Education & Training Services
UNICHEMLAB.NS,EQ,07-FEB-2001,INE351A01035,2,UNICHEMLAB.NS,UNICHEMLAB,Unichem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic
UNIDT.NS,EQ,25-SEP-2020,INE961D01019,10,UNIDT.NS,UNIDT,United Drilling Tools Limited,Energy,Oil & Gas Equipment & Services
UNIECOM.NS,EQ,13-AUG-2024,INE00U401027,1,UNIECOM.NS,UNIECOM,UNICOMMERCE ESOLUTIONS L,Technology,Software - Application
UNIINFO.NS,BE,12-JAN-2022,INE481Z01011,10,UNIINFO.NS,UNIINFO,Uniinfo Telecom Services Limited,Communication Services,Telecom Services
UNIPARTS.NS,EQ,12-DEC-2022,INE244O01017,10,UNIPARTS.NS,UNIPARTS,Uniparts India Limited,Industrials,Farm & Heavy Construction Machinery
UNITDSPR.NS,EQ,27-SEP-2001,INE854D01024,2,UNITDSPR.NS,UNITDSPR,UNITED SPIRITS LIMITED,Consumer Defensive,Beverages - Wineries & Distilleries
UNITEDPOLY.NS,EQ,31-DEC-2021,INE368U01029,1,UNITEDPOLY.NS,UNITEDPOLY,United Polyfab Gujarat Limited,Consumer Cyclical,Textile Manufacturing
UNIVASTU.NS,EQ,22-JUN-2020,INE562X01013,10,UNIVASTU.NS,UNIVASTU,Univastu India Limited,Industrials,Engineering & Construction
UNIVCABLES.NS,EQ,17-MAY-1995,INE279A01012,10,UNIVCABLES.NS,UNIVCABLES,Universal Cables Limited,Industrials,Electrical Equipment & Parts
UNOMINDA.NS,EQ,02-FEB-2007,INE405E01023,2,UNOMINDA.NS,UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts
URAVIDEF.NS,BE,05-JUL-2023,INE568Z01015,10,URAVIDEF.NS,URAVIDEF,Uravi Defence and Technology Limited,Consumer Cyclical,Auto Parts
URJA.NS,EQ,28-MAR-2017,INE550C01020,1,URJA.NS,URJA,Urja Global Limited,Technology,Solar
USHAMART.NS,EQ,11-OCT-2000,INE228A01035,1,USHAMART.NS,USHAMART,Usha Martin Limited,Basic Materials,Steel
USK.NS,EQ,03-APR-2023,INE0N0Y01013,10,USK.NS,USK,Udayshivakumar Infra Limited,Industrials,Engineering & Construction
UTIAMC.NS,EQ,12-OCT-2020,INE094J01016,10,UTIAMC.NS,UTIAMC,UTI Asset Management Company Limited,Financial Services,Asset Management
UYFINCORP.NS,EQ,03-OCT-2024,INE152C01025,5,UYFINCORP.NS,UYFINCORP,U. Y. Fincorp Limited,Financial Services,Credit Services
V2RETAIL.NS,EQ,04-JUL-2007,INE945H01013,10,V2RETAIL.NS,V2RETAIL,V2 Retail Limited,Consumer Cyclical,Apparel Retail
VADILALIND.NS,EQ,15-JUN-2011,INE694D01016,10,VADILALIND.NS,VADILALIND,Vadilal Industries Limited,Consumer Defensive,Packaged Foods
VAIBHAVGBL.NS,EQ,05-APR-2004,INE884A01027,2,VAIBHAVGBL.NS,VAIBHAVGBL,Vaibhav Global Limited,Consumer Cyclical,Luxury Goods
VAISHALI.NS,EQ,15-JAN-2020,INE972X01022,2,VAISHALI.NS,VAISHALI,Vaishali Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic
VAKRANGEE.NS,BE,03-APR-2006,INE051B01021,1,VAKRANGEE.NS,VAKRANGEE,Vakrangee Limited,Technology,Information Technology Services
VALIANTLAB.NS,EQ,06-OCT-2023,INE0JWS01017,10,VALIANTLAB.NS,VALIANTLAB,Valiant Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic
VALIANTORG.NS,BE,23-JUL-2021,INE565V01010,10,VALIANTORG.NS,VALIANTORG,Valiant Organics Limited,Basic Materials,Chemicals
VARDHACRLC.NS,EQ,30-SEP-2003,INE116G01013,10,VARDHACRLC.NS,VARDHACRLC,Vardhman Acrylics Limited,Consumer Cyclical,Textile Manufacturing
VARDMNPOLY.NS,EQ,12-MAY-2003,INE835A01029,1,VARDMNPOLY.NS,VARDMNPOLY,Vardhman Polytex Limited,Consumer Cyclical,Textile Manufacturing
VARROC.NS,EQ,06-JUL-2018,INE665L01035,1,VARROC.NS,VARROC,Varroc Engineering Limited,Consumer Cyclical,Auto Parts
VASCONEQ.NS,EQ,15-FEB-2010,INE893I01013,10,VASCONEQ.NS,VASCONEQ,Vascon Engineers Limited,Industrials,Engineering & Construction
VBL.NS,EQ,08-NOV-2016,INE200M01039,2,VBL.NS,VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic
VEEDOL.NS,EQ,16-JAN-2007,INE484C01030,2,VEEDOL.NS,VEEDOL,Veedol Corporation Limited,Basic Materials,Specialty Chemicals
VENKEYS.NS,EQ,28-JUL-2003,INE398A01010,10,VENKEYS.NS,VENKEYS,Venky's (India) Limited,Consumer Defensive,Farm Products
VENUSPIPES.NS,EQ,24-MAY-2022,INE0JA001018,10,VENUSPIPES.NS,VENUSPIPES,Venus Pipes and Tubes Limited,Basic Materials,Steel
VENUSREM.NS,BE,20-DEC-2006,INE411B01019,10,VENUSREM.NS,VENUSREM,Venus Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic
VERANDA.NS,EQ,11-APR-2022,INE0IQ001011,10,VERANDA.NS,VERANDA,Veranda Learning Solutions Limited,Consumer Defensive,Education & Training Services
VERTOZ.NS,EQ,14-MAY-2020,INE188Y01031,10,VERTOZ.NS,VERTOZ,Vertoz Limited,Technology,Software - Infrastructure
VETO.NS,EQ,29-APR-2015,INE918N01018,10,VETO.NS,VETO,Veto Switchgears and Cables Limited,Industrials,Electrical Equipment & Parts
VGUARD.NS,EQ,13-MAR-2008,INE951I01027,1,VGUARD.NS,VGUARD,V-Guard Industries Limited,Industrials,Electrical Equipment & Parts
VHLTD.NS,BE,03-APR-2024,INE048C01025,10,VHLTD.NS,VHLTD,Viceroy Hotels Limited,Consumer Cyclical,Lodging
VIDHIING.NS,EQ,02-MAR-2016,INE632C01026,1,VIDHIING.NS,VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials,Specialty Chemicals
VIJAYA.NS,EQ,14-SEP-2021,INE043W01024,1,VIJAYA.NS,VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research
VIKASECO.NS,EQ,12-DEC-2011,INE806A01020,1,VIKASECO.NS,VIKASECO,Vikas Ecotech Limited,Basic Materials,Specialty Chemicals
VIKASLIFE.NS,EQ,08-MAY-2019,INE161L01027,1,VIKASLIFE.NS,VIKASLIFE,Vikas Lifecare Limited,Consumer Defensive,Farm Products
VIMTALABS.NS,EQ,15-DEC-2005,INE579C01029,2,VIMTALABS.NS,VIMTALABS,Vimta Labs Limited,Healthcare,Diagnostics & Research
VINATIORGA.NS,EQ,28-JUL-2009,INE410B01037,1,VINATIORGA.NS,VINATIORGA,Vinati Organics Limited,Basic Materials,Specialty Chemicals
VINCOFE.NS,EQ,18-OCT-2024,INE498Q01014,10,VINCOFE.NS,VINCOFE,Vintage Coffee and Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic
VINNY.NS,BE,28-NOV-2022,INE01KI01027,1,VINNY.NS,VINNY,Vinny Overseas Limited,Consumer Cyclical,Textile Manufacturing
VINYLINDIA.NS,BE,21-JUL-2008,INE250B01029,1,VINYLINDIA.NS,VINYLINDIA,Vinyl Chemicals (India) Limited,Basic Materials,Specialty Chemicals
VIPCLOTHNG.NS,EQ,06-AUG-2007,INE450G01024,2,VIPCLOTHNG.NS,VIPCLOTHNG,VIP Clothing Limited,Consumer Cyclical,Apparel Manufacturing
VIPIND.NS,EQ,02-MAR-2005,INE054A01027,2,VIPIND.NS,VIPIND,V.I.P. Industries Limited,Consumer Cyclical,Footwear & Accessories
VISHNU.NS,EQ,05-MAR-2015,INE270I01022,2,VISHNU.NS,VISHNU,Vishnu Chemicals Limited,Basic Materials,Specialty Chemicals
VIVIDHA.NS,EQ,21-MAY-2013,INE370E01029,1,VIVIDHA.NS,VIVIDHA,Visagar Polytex Limited,Consumer Cyclical,Textile Manufacturing
VLSFINANCE.NS,EQ,25-MAY-1995,INE709A01018,10,VLSFINANCE.NS,VLSFINANCE,VLS Finance Limited,Financial Services,Capital Markets
VMART.NS,EQ,20-FEB-2013,INE665J01013,10,VMART.NS,VMART,V-Mart Retail Limited,Consumer Cyclical,Department Stores
VMM.NS,EQ,18-DEC-2024,INE01EA01019,10,VMM.NS,VMM,VISHAL MEGA MART LIMITED,Consumer Cyclical,Department Stores
VOLTAMP.NS,EQ,20-SEP-2006,INE540H01012,10,VOLTAMP.NS,VOLTAMP,Voltamp Transformers Limited,Industrials,Electrical Equipment & Parts
VOLTAS.NS,EQ,12-APR-1995,INE226A01021,1,VOLTAS.NS,VOLTAS,Voltas Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VPRPL.NS,EQ,05-SEP-2023,INE0AE001013,10,VPRPL.NS,VPRPL,Vishnu Prakash R Punglia Limited,Industrials,Engineering & Construction
VRAJ.NS,EQ,03-JUL-2024,INE0S2V01010,10,VRAJ.NS,VRAJ,VRAJ IRON AND STEEL LTD,Basic Materials,Steel
VRLLOG.NS,EQ,30-APR-2015,INE366I01010,10,VRLLOG.NS,VRLLOG,VRL Logistics Limited,Industrials,Trucking
VSSL.NS,EQ,17-MAY-2012,INE050M01012,10,VSSL.NS,VSSL,Vardhman Special Steels Limited,Basic Materials,Steel
VSTTILLERS.NS,EQ,20-JUN-2011,INE764D01017,10,VSTTILLERS.NS,VSTTILLERS,V.S.T. Tillers Tractors Limited,Industrials,Farm & Heavy Construction Machinery
VTL.NS,EQ,14-JAN-2003,INE825A01020,2,VTL.NS,VTL,Vardhman Textiles Limited,Consumer Cyclical,Textile Manufacturing
WAAREEENER.NS,EQ,28-OCT-2024,INE377N01017,10,WAAREEENER.NS,WAAREEENER,WAAREE ENERGIES LIMITED,Technology,Solar
WAAREERTL.NS,EQ,09-APR-2025,INE299N01021,2,WAAREERTL.NS,WAAREERTL,Waaree Renewable Technologies Limited,Utilities,Utilities - Renewable
WABAG.NS,EQ,13-OCT-2010,INE956G01038,2,WABAG.NS,WABAG,VA Tech Wabag Limited,Industrials,Engineering & Construction
WALCHANNAG.NS,BE,18-SEP-1996,INE711A01022,2,WALCHANNAG.NS,WALCHANNAG,Walchandnagar Industries Limited,Industrials,Engineering & Construction
WANBURY.NS,BE,29-JAN-2007,INE107F01022,10,WANBURY.NS,WANBURY,Wanbury Limited,Healthcare,Drug Manufacturers - Specialty & Generic
WCIL.NS,EQ,24-SEP-2024,INE0CJF01024,5,WCIL.NS,WCIL,WESTERN CARRIERS (IND) L,Industrials,Integrated Freight & Logistics
WEBELSOLAR.NS,EQ,15-MAY-2007,INE855C01015,10,WEBELSOLAR.NS,WEBELSOLAR,Websol Energy System Limited,Technology,Solar
WEIZMANIND.NS,EQ,10-MAY-1995,INE080A01014,10,WEIZMANIND.NS,WEIZMANIND,Weizmann Limited,Consumer Cyclical,Textile Manufacturing
WEL.NS,EQ,17-JAN-2022,INE02WG01024,1,WEL.NS,WEL,Wonder Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WELCORP.NS,EQ,24-MAY-2005,INE191B01025,5,WELCORP.NS,WELCORP,Welspun Corp Limited,Basic Materials,Steel
WELENT.NS,EQ,04-NOV-2004,INE625G01013,10,WELENT.NS,WELENT,Welspun Enterprises Limited,Industrials,Engineering & Construction
WELSPUNLIV.NS,EQ,04-DEC-2003,INE192B01031,1,WELSPUNLIV.NS,WELSPUNLIV,Welspun Living Limited,Consumer Cyclical,Textile Manufacturing
WENDT.NS,EQ,07-AUG-2006,INE274C01019,10,WENDT.NS,WENDT,Wendt (India) Limited,Industrials,Tools & Accessories
WESTLIFE.NS,EQ,05-JUN-2023,INE274F01020,2,WESTLIFE.NS,WESTLIFE,Westlife Foodworld Limited,Consumer Cyclical,Restaurants
WEWIN.NS,EQ,15-JUN-2022,INE082W01014,10,WEWIN.NS,WEWIN,We Win Limited,Technology,Information Technology Services
WHIRLPOOL.NS,EQ,06-APR-2010,INE716A01013,10,WHIRLPOOL.NS,WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WINDLAS.NS,EQ,16-AUG-2021,INE0H5O01029,5,WINDLAS.NS,WINDLAS,Windlas Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic
WINDMACHIN.NS,EQ,17-AUG-2011,INE052A01021,2,WINDMACHIN.NS,WINDMACHIN,Windsor Machines Limited,Industrials,Specialty Industrial Machinery
WIPL.NS,EQ,17-APR-2017,INE215F01023,10,WIPL.NS,WIPL,The Western India Plywoods Limited,Basic Materials,Lumber & Wood Production
WIPRO.NS,EQ,08-NOV-1995,INE075A01022,2,WIPRO.NS,WIPRO,Wipro Limited,Technology,Information Technology Services
WOCKPHARMA.NS,EQ,23-FEB-2000,INE049B01025,5,WOCKPHARMA.NS,WOCKPHARMA,Wockhardt Limited,Healthcare,Drug Manufacturers - Specialty & Generic
WONDERLA.NS,EQ,09-MAY-2014,INE066O01014,10,WONDERLA.NS,WONDERLA,Wonderla Holidays Limited,Consumer Cyclical,Leisure
WORTH.NS,EQ,04-AUG-2020,INE196Y01018,10,WORTH.NS,WORTH,Worth Peripherals Limited,Consumer Cyclical,Packaging & Containers
WSI.NS,BE,01-AUG-2007,INE100D01014,10,WSI.NS,WSI,W.S. Industries (India) Limited,Industrials,Electrical Equipment & Parts
WSTCSTPAPR.NS,EQ,17-JAN-2001,INE976A01021,2,WSTCSTPAPR.NS,WSTCSTPAPR,West Coast Paper Mills Limited,Basic Materials,Paper & Paper Products
XCHANGING.NS,EQ,09-MAR-2005,INE692G01013,10,XCHANGING.NS,XCHANGING,Xchanging Solutions Limited,Technology,Information Technology Services
XELPMOC.NS,EQ,04-FEB-2019,INE01P501012,10,XELPMOC.NS,XELPMOC,Xelpmoc Design and Tech Limited,Technology,Information Technology Services
XPROINDIA.NS,EQ,27-APR-2004,INE445C01015,10,XPROINDIA.NS,XPROINDIA,Xpro India Limited,Basic Materials,Specialty Chemicals
XTGLOBAL.NS,EQ,16-SEP-2024,INE547B01028,1,XTGLOBAL.NS,XTGLOBAL,XTGlobal Infotech Limited,Technology,Software - Application
YASHO.NS,EQ,21-AUG-2023,INE616Z01012,10,YASHO.NS,YASHO,Yasho Industries Limited,Basic Materials,Specialty Chemicals
YATHARTH.NS,EQ,07-AUG-2023,INE0JO301016,10,YATHARTH.NS,YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Medical Care Facilities
YATRA.NS,EQ,28-SEP-2023,INE0JR601024,1,YATRA.NS,YATRA,Yatra Online Limited,Consumer Cyclical,Travel Services
YUKEN.NS,EQ,02-SEP-2021,INE384C01016,10,YUKEN.NS,YUKEN,Yuken India Limited,Industrials,Specialty Industrial Machinery
ZAGGLE.NS,EQ,22-SEP-2023,INE07K301024,1,ZAGGLE.NS,ZAGGLE,Zaggle Prepaid Ocean Services Limited,Technology,Software - Infrastructure
ZEEL.NS,EQ,09-SEP-1998,INE256A01028,1,ZEEL.NS,ZEEL,Zee Entertainment Enterprises Limited,Communication Services,Broadcasting
ZEEMEDIA.NS,EQ,10-JAN-2007,INE966H01019,1,ZEEMEDIA.NS,ZEEMEDIA,Zee Media Corporation Limited,Communication Services,Broadcasting
ZENITHEXPO.NS,EQ,10-JUL-1996,INE058B01018,10,ZENITHEXPO.NS,ZENITHEXPO,Zenith Exports Limited,Consumer Cyclical,Textile Manufacturing
ZENSARTECH.NS,EQ,09-JUL-2003,INE520A01027,2,ZENSARTECH.NS,ZENSARTECH,Zensar Technologies Limited,Technology,Information Technology Services
ZFCVINDIA.NS,EQ,01-OCT-2008,INE342J01019,5,ZFCVINDIA.NS,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Consumer Cyclical,Auto Parts
ZIMLAB.NS,EQ,25-NOV-2022,INE518E01015,10,ZIMLAB.NS,ZIMLAB,ZIM Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic
ZODIACLOTH.NS,EQ,27-SEP-1995,INE206B01013,10,ZODIACLOTH.NS,ZODIACLOTH,Zodiac Clothing Company Limited,Consumer Cyclical,Apparel Manufacturing
ZOTA.NS,EQ,19-AUG-2019,INE358U01012,10,ZOTA.NS,ZOTA,Zota Health Care Limited,Healthcare,Biotechnology
ZYDUSLIFE.NS,EQ,18-APR-2000,INE010B01027,1,ZYDUSLIFE.NS,ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic
ZYDUSWELL.NS,EQ,13-NOV-2009,INE768C01010,10,ZYDUSWELL.NS,ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive,Packaged Foods
